dataset_id,dataset_name,n_rows_used,n_features_used,best_algorithm,mf_basic_n_samples,mf_basic_n_features,mf_basic_n_numeric,mf_basic_n_categorical,mf_basic_n_classes,mf_basic_missing_ratio,mf_stat_num_mean_abs,mf_stat_num_std_mean,mf_stat_num_skew_abs_mean,mf_stat_num_kurt_mean,mf_stat_abs_corr_mean,mf_stat_target_entropy,mf_struct_samples_per_feature,mf_struct_cat_to_num_ratio,mf_struct_class_imbalance,mf_struct_mean_unique_ratio,mf_struct_zero_ratio_numeric,mf_struct_avg_cat_cardinality
961,analcatdatabroadwaymult,285,7,logreg,285.0,7.0,3.0,4.0,2.0,0.013533834586466164,27.403321894736845,6.9466839440258035,0.38262925033770473,-1.0655317957502695,0.3272293727466952,0.9785707523198712,40.714285714285715,1.3333333333333333,1.4152542372881356,0.10977443609022557,0.0,25.75
962,mfeatmorphological,1200,6,knn,1200.0,6.0,6.0,0.0,2.0,0.0,1057.466326198889,633.8176420153517,0.5476975292647329,-0.6613274712932322,0.5727804297858845,0.4689955935863958,200.0,0.0,9.0,0.4798611111111111,0.20847222222222223,0.0
963,hearth,294,13,random_forest,294.0,13.0,6.0,7.0,2.0,0.20460491889063318,95.05912698412699,19.14155454448952,0.6966375439418776,1.1960611449460097,0.1970733805102593,0.9431340036800949,22.615384615384617,1.1666666666666667,1.7735849056603774,0.08451072736787021,0.27380952380952384,2.7142857142857144
965,zoo,101,17,logreg,101.0,17.0,1.0,16.0,2.0,0.0,2.8415841584158414,2.033384731266205,0.13942710182441184,-0.5986300839021887,0.0,0.974319721106805,5.9411764705882355,16.0,1.4634146341463414,0.07920792079207921,0.22772277227722773,8.125
966,analcatdatahalloffame,1200,17,random_forest,1200.0,17.0,15.0,2.0,2.0,0.0008823529411764705,640.4444013888889,327.5935171292447,1.0913088501501014,2.1757128235861742,0.5646027323988048,0.44749925503397814,70.58823529411765,0.13333333333333333,9.714285714285714,0.4227941176470588,0.0005,603.0
967,cars,406,8,random_forest,406.0,8.0,7.0,1.0,2.0,0.004310344827586207,485.64964813511614,143.77565488777208,0.49633976976928923,-0.5321126939162321,0.6422602276875372,0.953979039143978,50.75,0.14285714285714285,1.6710526315789473,0.3346674876847291,0.0,312.0
968,analcatdatabirthday,365,3,knn,365.0,3.0,2.0,1.0,2.0,0.0273972602739726,4573.941095890411,413.3452042913287,0.16949888804182456,-0.9400723541980484,0.040754217083850394,0.5977108006771762,121.66666666666667,0.5,5.886792452830188,0.34520547945205476,0.0,11.0
969,iris,150,4,knn,150.0,4.0,4.0,0.0,2.0,0.0,3.4636666666666667,0.9473104002482852,0.2571061083567424,-0.7507394876837397,0.5898157206151017,0.9182958340516041,37.5,0.0,2.0,0.20500000000000002,0.0,0.0
970,analcatdataauthorship,841,70,knn,841.0,70.0,70.0,0.0,2.0,0.0,10.12524205877357,5.356526083946353,1.1158652239503413,2.359129460351534,0.16155790490973115,0.9558465023095525,12.014285714285714,0.0,1.6529968454258674,0.034312892814676414,0.11037880074740955,0.0
972,squashstored,52,24,random_forest,52.0,24.0,23.0,1.0,2.0,0.00560897435897436,379.0403177257525,87.3963264179333,0.5076865556000675,-0.2947227509953127,0.395377092981738,0.9903748364456897,2.1666666666666665,0.043478260869565216,1.2608695652173914,0.7235576923076922,0.0,3.0
973,wine,178,13,logreg,178.0,13.0,13.0,0.0,2.0,0.0,69.13366292091617,26.17778523132608,0.4325480594191304,0.006742802303922042,0.30495748135034884,0.9702895375379217,13.692307692307692,0.0,1.5070422535211268,0.5514261019878999,0.0,0.0
974,hayesroth,132,4,random_forest,132.0,4.0,4.0,0.0,2.0,0.0,1.9659090909090908,0.915892852074738,0.5599841611683708,-0.636107526894767,0.035851759382238294,0.9624127354601069,33.0,0.0,1.588235294117647,0.02840909090909091,0.0,0.0
975,autos,205,25,random_forest,205.0,25.0,15.0,10.0,2.0,0.011512195121951221,1443.2520780487805,602.049849300882,0.9084644716490877,1.449646923925296,0.39268014961260433,0.9116539980583749,8.2,0.6666666666666666,2.0597014925373136,0.19121951219512195,0.0,6.0
982,heartc,303,13,knn,303.0,13.0,6.0,7.0,2.0,0.0017771007870017769,97.26732673267327,17.241934398417033,0.8459255183722107,1.1189570179332673,0.20264622920748787,0.9942646092590195,23.307692307692307,1.1666666666666667,1.1956521739130435,0.10053313023610054,0.15346534653465346,2.7142857142857144
983,cmc,1200,9,random_forest,1200.0,9.0,9.0,0.0,2.0,0.0,5.455555555555557,1.7092601854589045,1.1550089653167575,0.8744065861555437,0.1819525466573459,0.984426897797126,133.33333333333334,0.0,1.34375,0.006574074074074074,0.15435185185185185,0.0
984,analcatdatadraft,366,5,knn,366.0,5.0,5.0,0.0,2.0,0.000546448087431694,112.6054644808743,64.77532444590287,0.0023336357356812496,-1.2034654132138765,0.20736831815566723,0.42783854405620236,73.2,0.0,10.4375,0.6125683060109289,0.0,0.0
985,squashunstored,52,23,knn,52.0,23.0,22.0,1.0,2.0,0.03260869565217392,278.2771765734266,62.94657157085572,0.41959484944921643,-0.18931764619056243,0.4327197944348131,0.9957274520820403,2.260869565217391,0.045454545454545456,1.1666666666666667,0.68561872909699,0.0,3.0
986,analcatdatamarketing,364,32,knn,364.0,32.0,32.0,0.0,2.0,0.006868131868131869,3.281593406593407,0.9950215113977469,0.6114389653471419,0.32366254949286594,0.1329667405921129,0.8999049782629667,11.375,0.0,2.1652173913043478,0.01356456043956044,0.0,0.0
987,collins,500,23,random_forest,500.0,23.0,22.0,1.0,2.0,0.0,14.631925454545454,7.639983091147465,1.059712106647997,3.397683576815524,0.23355741594484083,0.6343095546376807,21.73913043478261,0.045454545454545456,5.25,0.44973913043478253,0.018363636363636363,500.0
988,fl,67,15,random_forest,67.0,15.0,15.0,0.0,2.0,0.0,6105.190049751243,9429.446814515128,3.661602538837367,18.16079853771491,0.4947500821684365,0.9635359835741434,4.466666666666667,0.0,1.5769230769230769,0.5990049751243782,0.16119402985074627,0.0
989,anneal,898,38,random_forest,898.0,38.0,16.0,22.0,2.0,0.6498358926268901,132.89587952394209,159.76657880936227,3.7696541385283275,68.45419113491977,0.06522947242856618,0.7922141121638746,23.63157894736842,1.375,3.196261682242991,0.006329855819950767,0.62896714922049,1.7272727272727273
